06.30.2018,None,None 
07.01.2018,None,None 
07.02.2018,2,None 
07.03.2018,2,None 
07.04.2018,4,None 
07.05.2018,3,None 
07.06.2018,4,None 
07.07.2018,3.5,None 
07.08.2018,3,None 
07.09.2018,2,None 
07.10.2018,4,None 
07.11.2018,1.75,None 
07.12.2018,None,None 
07.13.2018,None,None 
07.14.2018,None,None 
07.15.2018,None,None 
07.16.2018,None,None 
07.17.2018,None,None 
07.18.2018,None,None 
07.19.2018,None,None 
07.20.2018,None,None 
07.21.2018,None,None 
07.22.2018,None,None 
07.23.2018,None,None 
07.24.2018,None,None 
07.25.2018,None,None 
07.26.2018,None,None 
07.27.2018,None,None 
07.28.2018,None,None 
07.29.2018,None,None 
07.30.2018,None,None 
07.31.2018,None,None 
08.01.2018,None,None 
08.02.2018,None,None 
08.03.2018,None,None 
08.04.2018,None,None 
08.05.2018,None,None 
08.06.2018,None,None 
08.07.2018,None,None 
08.08.2018,None,None 
08.09.2018,None,None 
08.10.2018,None,None 
08.11.2018,None,None 
08.12.2018,None,None 
08.13.2018,None,None 
08.14.2018,None,None 
08.15.2018,None,None 
08.16.2018,None,None 
08.17.2018,None,None 
08.18.2018,None,None 
08.19.2018,None,None 
08.20.2018,None,None 
08.21.2018,None,None 
08.22.2018,None,None 
08.23.2018,None,None 
08.24.2018,None,None 
08.25.2018,None,None 
08.26.2018,None,None 
08.27.2018,None,None 
08.28.2018,None,None 
08.29.2018,None,None 
08.30.2018,None,None 
08.31.2018,None,None 
09.01.2018,None,None 
09.02.2018,None,None 
09.03.2018,None,None 
09.04.2018,None,None 
09.05.2018,None,None 
09.06.2018,None,None 
09.07.2018,None,None 
09.08.2018,None,None 
09.09.2018,None,None 
09.10.2018,None,None 
09.11.2018,None,None 
09.12.2018,None,None 
09.13.2018,None,None 
09.14.2018,None,None 
09.15.2018,None,None 
09.16.2018,None,None 
09.17.2018,None,None 
09.18.2018,None,None 
09.19.2018,None,None 
09.20.2018,None,None 
09.21.2018,None,None 
09.22.2018,None,None 
09.23.2018,None,None 
09.24.2018,None,None 
09.25.2018,None,None 
09.26.2018,None,None 
09.27.2018,None,None 
09.28.2018,None,None 
09.29.2018,None,None 
09.30.2018,None,None 
10.01.2018,None,None 
10.02.2018,None,None 
10.03.2018,None,None 
10.04.2018,None,None 
10.05.2018,None,None 
10.06.2018,None,None 
10.07.2018,None,None 
10.08.2018,None,None 
10.09.2018,None,None 
10.10.2018,None,None 
10.11.2018,None,None 
10.12.2018,None,None 
10.13.2018,None,None 
10.14.2018,None,None 
10.15.2018,None,None 
10.16.2018,None,None 
10.17.2018,None,None 
10.18.2018,None,None 
10.19.2018,None,None 
10.20.2018,None,None 
10.21.2018,None,None 
10.22.2018,None,None 
10.23.2018,None,None 
10.24.2018,None,None 
10.25.2018,None,None 
10.26.2018,None,None 
10.27.2018,None,None 
10.28.2018,None,None 
10.29.2018,None,None 
10.30.2018,None,None 
10.31.2018,None,None 
11.01.2018,None,None 
11.02.2018,None,None 
11.03.2018,None,None 
11.04.2018,None,None 
11.05.2018,None,None 
11.06.2018,None,None 
11.07.2018,None,None 
11.08.2018,None,None 
11.09.2018,None,None 
11.10.2018,None,None 
11.11.2018,None,None 
11.12.2018,None,None 
11.13.2018,None,None 
11.14.2018,None,None 
11.15.2018,None,None 
11.16.2018,None,None 
11.17.2018,None,None 
11.18.2018,None,None 
11.19.2018,None,None 
11.20.2018,None,None 
11.21.2018,None,None 
11.22.2018,None,None 
11.23.2018,None,None 
11.24.2018,None,None 
11.25.2018,None,None 
11.26.2018,None,None 
11.27.2018,None,None 
11.28.2018,None,None 
11.29.2018,None,None 
11.30.2018,None,None 
12.01.2018,None,None 
12.02.2018,None,None 
12.03.2018,None,None 
12.04.2018,None,None 
12.05.2018,None,None 
12.06.2018,None,None 
12.07.2018,None,None 
12.08.2018,None,None 
12.09.2018,None,None 
12.10.2018,None,None 
12.11.2018,None,None 
12.12.2018,None,None 
12.13.2018,None,None 
12.14.2018,None,None 
12.15.2018,None,None 
12.16.2018,None,None 
12.17.2018,None,None 
12.18.2018,None,None 
12.19.2018,None,None 
12.20.2018,None,None 
12.21.2018,None,None 
12.22.2018,None,None 
12.23.2018,None,None 
12.24.2018,None,None 
12.25.2018,None,None 
12.26.2018,None,None 
12.27.2018,None,None 
12.28.2018,None,None 
12.29.2018,None,None 
12.30.2018,None,None 
12.31.2018,None,None 
